ath:AT1G79890	PF00150,PF00176,PF00270,PF04851,PF06733,PF13086,PF13307
ath:AT2G05760	PF00860
ath:AT2G31580	PF04446,PF14413
ath:AT4G31060	PF00847
ath:AT4G05240	PF00240
ath:AT2G27450	PF00795
ath:AT5G53635	PF00646,PF07723,PF08387,PF12937
ath:AT5G08430	PF02201,PF02213,PF03126,PF14237
ath:AT3G52500	PF00026,PF14541,PF14543
ath:AT1G03905	PF00004,PF00005,PF00025,PF00448,PF01580,PF02367,PF02463,PF02492,PF03193,PF03205,PF03995,PF05729,PF06414,PF07728,PF08477,PF10662,PF12128,PF12846,PF13166,PF13173,PF13175,PF13191,PF13207,PF13238,PF13245,PF13304,PF13401,PF13476,PF13481,PF13521,PF13555,PF13671
ath:AT2G41860	PF00036,PF00069,PF01109,PF01163,PF06293,PF07714,PF10591,PF12763,PF13202,PF13405,PF13499,PF13833,PF14531,PF14658
ath:AT5G48490	PF00234,PF14368
ath:AT5G22840	PF00069,PF07714
ath:AT1G20620	PF00199,PF06628
ath:AT3G15070	PF00097,PF12678,PF12861,PF13639,PF13920,PF13923,PF14446,PF14634
ath:AT5G44530	PF00082,PF02225,PF05922
ath:AT4G01600	PF02893,PF14470
ath:AT1G33320	PF00266,PF01053,PF01212,PF03841
ath:AT2G37730	PF02434,PF04646,PF05623
ath:AT3G11110	PF00097,PF12678,PF12861,PF13639,PF13920,PF13923
ath:AT1G60680	PF00248
ath:AT5G66220	PF02431,PF05099
ath:AT5G18710	PF11926
ath:AT1G47560	PF04129,PF04611,PF09763,PF15277
ath:AT3G03660	PF00046,PF01783
ath:AT2G45500	PF00004,PF00005,PF00625,PF00910,PF01078,PF01695,PF04212,PF05496,PF05673,PF05729,PF06068,PF06394,PF06414,PF07724,PF07728,PF09336,PF13173,PF13191,PF13207,PF13245,PF13401,PF13481,PF13671,PF14287
ath:AT1G34860	PF01826
ath:AT1G55010	PF00304,PF00537,PF01097,PF05006,PF07333
ath:AT5G58770	PF01255
ath:AT4G15840	PF00539,PF00651,PF07707
ath:AT3G51171	PF00646,PF07734,PF12937
ath:AT3G47040	PF00933,PF01915
ath:AT1G56550	PF03407
ath:AT1G69250	PF00076,PF02136,PF13893,PF14259
ath:AT2G22480	PF00365,PF01513
ath:AT4G37530	PF00141,PF09320
ath:AT4G00270	PF04504,PF12776
ath:AT1G06170	PF00010
ath:AT5G25150	PF00400,PF02239,PF02634,PF04494,PF08513,PF08662,PF11715
ath:AT1G52910	PF00335,PF01241,PF06749,PF10052
ath:AT2G18350	PF04770
ath:AT3G43400	PF04727
ath:AT2G32760	PF10186
ath:AT1G74600	PF01535,PF12854,PF13041,PF13170,PF13414,PF13431,PF13812
ath:AT5G61250	PF03662,PF06291
ath:AT5G39390	PF00069,PF00560,PF07714,PF08263,PF10140,PF12799,PF13855
ath:AT5G13740	PF00083,PF04982,PF05631,PF07690
ath:AT3G44940	PF07795
ath:AT1G50040	PF06219
ath:AT1G02530	PF00005,PF00270,PF00503,PF00664,PF01926,PF02463,PF03193,PF03205,PF05673,PF06414,PF09818,PF12846,PF13191,PF13207,PF13238,PF13304,PF13401,PF13481,PF13555,PF13558,PF13604,PF14532
ath:AT1G11520	PF02862
ath:AT5G35430	PF00515,PF07719,PF12895,PF13414,PF13424,PF13428,PF13432,PF14559
ath:AT4G40010	PF00069,PF01633,PF01636,PF07714
ath:AT3G57640	PF00069,PF07714
ath:AT1G64280	PF00023,PF00651,PF11900,PF12313,PF12796,PF13606,PF13637,PF13857
ath:AT3G20380	PF00917
ath:AT1G56555	PF07892,PF15256
ath:AT2G14710	PF00400,PF00646,PF07734,PF12937
ath:AT3G02010	PF01535,PF12854,PF13041,PF13812,PF14432
ath:AT1G51580	PF00013,PF07650,PF10148,PF13014,PF13083,PF13184
ath:AT1G24220	PF02671,PF07106,PF14591
ath:AT5G57120	PF05022,PF10243
ath:AT5G27980	PF00696,PF04927
ath:AT5G09610	PF00806
ath:AT4G40011	PF10389
ath:AT4G32560	PF11593
ath:AT2G36400	PF08879,PF08880
ath:AT2G04115	PF05938
ath:AT1G73270	PF00450,PF00948
ath:AT3G16250	PF00111
ath:AT2G28950	PF01357,PF03330
ath:AT2G44175	PF01233,PF02942
ath:AT5G20180	PF00444
ath:AT4G28430	PF02453,PF08374,PF11169,PF14575
ath:AT2G35070	PF07361,PF07798,PF10146,PF11262,PF15294
ath:AT2G32765	PF00240,PF11976
ath:AT5G57123	PF04438,PF09297,PF11672,PF12760,PF12773,PF15616
ath:AT5G16050	PF00244
ath:AT3G60120	PF00232
ath:AT2G01970	PF02990,PF13273
ath:AT1G43810	PF02764
ath:AT3G12610	PF00560,PF08263,PF12799,PF13516,PF13855
ath:AT3G52670	PF00646,PF07723,PF08387,PF12937
ath:AT2G23660	PF03195
ath:AT5G52150	PF00097,PF00628,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14634
ath:AT5G04640	PF00319,PF11800
ath:AT4G06744	PF08263,PF12799,PF13855
ath:AT3G26850	PF08236
ath:AT1G20790	PF00646,PF13964
ath:AT3G11280	PF00249,PF13921
ath:AT1G78200	PF00481,PF07228,PF13672
ath:AT1G33490	PF09835,PF10177
ath:AT2G31430	PF04043
ath:AT1G15120	PF02320
ath:AT1G19080	PF05916,PF11340
ath:AT5G26330	PF02298
ath:AT5G18880	PF13966
ath:AT4G01770	PF03407
ath:AT3G48540	PF00383,PF14439
ath:AT1G55180	PF00614,PF12357,PF13091
ath:AT1G07670	PF00122,PF00689,PF00690,PF00702,PF08282,PF12710,PF13246
ath:AT1G42480	PF11938
ath:AT1G79740	PF02892,PF04937,PF05699,PF14037
ath:AT5G66390	PF00141
ath:AT4G36160	PF02365
ath:AT4G23460	PF00514,PF01602,PF02883,PF02985,PF05524,PF07579,PF09066,PF09759,PF12717,PF13513,PF13646
ath:AT4G06746	PF00847
ath:AT2G27300	PF02365
ath:AT2G19850	PF12937
ath:AT2G31432	PF04043
ath:AT2G41710	PF00847
ath:AT2G45670	PF00036,PF01553,PF13202,PF13405,PF13499,PF13833
ath:AT5G11080	PF00240,PF08817,PF09174,PF11976
ath:AT4G19330	PF00646,PF01344,PF07646,PF12701,PF13418,PF13964,PF14438
ath:AT5G62750	PF05793,PF12316
ath:AT5G48340	PF06375,PF11223
ath:AT1G60530	PF00350,PF01031,PF01926,PF02421,PF03096,PF03205,PF08477,PF13191,PF13304
ath:AT5G36930	PF00004,PF00560,PF00931,PF01582,PF01637,PF05729,PF07725,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13479,PF13676,PF13855
ath:AT3G29160	PF00069,PF00627,PF01163,PF02149,PF07714,PF08587,PF09288,PF10140,PF10707,PF13286,PF14531
ath:AT3G26855	PF13966
ath:AT2G40380	PF00348,PF03208
ath:AT3G21880	PF00643,PF06203
ath:AT1G10150	PF01415
ath:AT3G03510	PF03000
ath:AT5G58620	PF00023,PF00642,PF12796,PF13606,PF13637,PF13857
ath:AT3G43570	PF00657,PF14119
ath:AT1G11690	PF03235,PF04977,PF05622,PF10473,PF13215
ath:AT1G74770	PF01814,PF05495,PF13639,PF13923,PF14599,PF14634
ath:AT1G56400	PF00646,PF08387,PF09251,PF12937
ath:AT1G15125	PF03492
ath:AT1G19086	PF04916,PF08702,PF09592,PF11176
ath:AT5G43050	PF04483,PF13536
ath:AT4G00120	PF00010
ath:AT3G02180	PF01456,PF05086
ath:AT1G48950	PF07967,PF08600
ath:AT1G69100	PF00026,PF13650,PF14541,PF14543
ath:AT2G22330	PF00067
ath:AT3G17750	PF00069,PF07714
ath:AT1G06020	PF00294
ath:AT5G09780	PF02362,PF02806
ath:AT5G03310	PF02519
ath:AT4G29930	PF00010,PF13740
ath:AT4G14360	PF03141,PF08241,PF13489
ath:AT2G44020	PF02536
ath:AT2G36570	PF00069,PF02439,PF03109,PF07714,PF08263,PF12799,PF13855
ath:AT2G10920	PF01210
ath:AT2G14880	PF02201
ath:AT5G25000	PF09455
ath:AT4G27060	PF01602,PF02985,PF04003,PF12348,PF12397,PF12717,PF12765,PF13513,PF13646
ath:AT2G32610	PF03552,PF13632
ath:AT5G65060	PF00319,PF01486,PF07888,PF14527
ath:AT5G61100	PF00628,PF02318,PF10683,PF13831
ath:AT5G40950	PF01016
ath:AT5G39240	PF04882
ath:AT5G17550	PF04614,PF05852
ath:AT5G53650	PF06667
ath:AT4G10720	PF00023,PF07074,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT1G10155	PF02018,PF14299
ath:AT1G03920	PF00069,PF00433,PF03232,PF07387,PF07714,PF14531
ath:AT2G46850	PF00069,PF07714,PF12947,PF13947
ath:AT3G20230	PF00861
ath:AT5G27830	PF01392,PF03024,PF07246
ath:AT4G32410	PF00535,PF02318,PF03552,PF13632,PF13641,PF14569,PF14570
ath:AT3G60290	PF03171,PF14226
ath:AT1G73120	PF03242
ath:AT3G12780	PF00162
ath:AT1G01050	PF00719
ath:AT1G43980	PF01535,PF12854,PF13041,PF13812
ath:AT1G64130	PF00407
ath:AT5G49520	PF03106
ath:AT4G24960	PF03134,PF03620
ath:AT3G56160	PF01758,PF13593
ath:AT2G28800	PF01578,PF02096,PF13632
ath:AT3G16100	PF00005,PF00009,PF00025,PF00071,PF00308,PF00485,PF00735,PF00910,PF01637,PF01926,PF02492,PF02785,PF03029,PF03193,PF03205,PF03266,PF04248,PF04670,PF05729,PF07728,PF08477,PF09439,PF10662,PF12846,PF13173,PF13191,PF13401,PF13479
ath:AT1G65670	PF00067
ath:AT3G08650	PF00122,PF02535
ath:AT1G78370	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT5G20030	PF03735,PF05641
ath:AT4G31080	PF10058,PF10122
ath:AT4G14365	PF00023,PF12796,PF13606,PF13637,PF13639,PF13857,PF13920,PF13923,PF14634,PF15227
ath:AT1G15290	PF00515,PF07145,PF07719,PF12807,PF13236,PF13371,PF13374,PF13414,PF13424,PF13432,PF15044
ath:AT4G05260	PF00240,PF04261
ath:AT2G27470	PF00125,PF00808,PF07524,PF15630
ath:AT2G01820	PF00069,PF00560,PF01636,PF03109,PF05445,PF07714,PF08263,PF12260,PF12799,PF13306,PF13516,PF13855
ath:AT5G08450	PF03815,PF08642
ath:AT3G61510	PF00155
ath:AT2G41880	PF00005,PF00625,PF00910,PF01637,PF03193,PF03215,PF03308,PF07646,PF08477,PF08988,PF13173,PF13191,PF13207,PF13238,PF13401,PF13555,PF13671
ath:AT2G23510	PF02458
ath:AT5G52000	PF00514,PF01277,PF02985,PF09759,PF13513,PF13646,PF14668
ath:AT5G22860	PF00326,PF00561,PF02230,PF05576,PF05577,PF09752,PF11144,PF12695,PF12697
ath:AT4G14368	PF00415,PF01363,PF03962,PF08381,PF12814,PF13540,PF13713
ath:AT3G26700	PF00069,PF01034,PF01636,PF04906,PF07714,PF15013
ath:AT1G20640	PF00564,PF02042
ath:AT3G15090	PF00107,PF01262,PF08240,PF13241,PF13460,PF13602
ath:AT5G44550	PF04535
ath:AT1G33340	PF01417,PF07651
ath:AT3G03680	PF00168,PF06398,PF08372
ath:AT1G55030	PF00646,PF07723,PF08387
ath:AT3G11130	PF00637,PF01394,PF06003,PF09268,PF13838
ath:AT1G07520	PF03514
ath:AT5G66240	PF00400,PF02239,PF08662,PF13360
ath:AT5G18730	PF11926
ath:AT4G23310	PF00069,PF01636,PF01657,PF07714
ath:AT3G51190	PF00181,PF03947
ath:AT1G47580	PF14432
ath:AT2G45520	PF12409,PF13086
ath:AT3G07000	PF00130,PF00628,PF03107,PF07649
ath:AT1G56570	PF01535,PF12854,PF13041,PF13812
ath:AT5G58790	PF12350
ath:AT4G36010	PF00314
ath:AT4G11900	PF00069,PF00954,PF01453,PF01636,PF06365,PF07714,PF08276,PF08277,PF11883
ath:AT4G00290	PF00924
ath:AT3G47060	PF00004,PF01078,PF01434,PF01695,PF05496,PF05673,PF06068,PF06414,PF06480,PF07724,PF07728,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13481,PF13671
ath:AT1G69270	PF00069,PF01636,PF05454,PF06667,PF07714,PF08263,PF12799,PF13855,PF14531
ath:AT5G62600	PF03810,PF08389,PF08767
ath:AT5G03480	PF00076,PF05172,PF13893,PF14259,PF14605
ath:AT4G37550	PF03069
ath:AT3G52525	PF04497,PF04844,PF11551
ath:AT1G06190	PF03234,PF06409
ath:AT2G44190	PF04484
ath:AT5G25170	PF04970,PF05903
ath:AT3G29010	PF03099,PF15326
ath:AT1G52930	PF04427
ath:AT2G18370	PF00234,PF14368
ath:AT3G21730	PF02152
ath:AT4G33910	PF03171,PF13640,PF13661
ath:AT2G32780	PF00443,PF02148,PF13423
ath:AT1G10000	PF00075,PF13456,PF13966
ath:AT1G74620	PF00097,PF05883,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14634
ath:AT1G57906	PF03478
ath:AT3G04900	PF00403
ath:AT5G61270	PF00010,PF02957,PF05505,PF05518,PF08292,PF10307,PF12754
ath:AT5G13760	PF04515
ath:AT1G24240	PF01245
ath:AT1G50060	PF00188,PF01947
ath:AT3G17600	PF00564,PF02309
ath:AT1G02550	PF03382,PF04043
ath:AT1G11540	PF01925,PF10999
ath:AT3G02030	PF00561,PF00975,PF01553,PF03982,PF12695,PF12697
ath:AT2G06960	PF03171
ath:AT1G48800	PF01397,PF03936
ath:AT5G35450	PF00931,PF01443,PF05659,PF05729,PF12799,PF13173,PF13191,PF13207,PF13401,PF13855
ath:AT4G40030	PF00125,PF00808,PF02291,PF15630
ath:AT4G10890	PF10382,PF13359
ath:AT3G57660	PF00623,PF04983,PF04997,PF04998,PF05000
ath:AT3G07005	PF08525,PF10868
ath:AT1G73290	PF00450
ath:AT5G57140	PF00149,PF12850
ath:AT5G49690	PF00201
ath:AT5G09630	PF08645,PF10607,PF13445,PF13639,PF13920,PF13923,PF14634,PF15227
ath:AT4G32580	PF00085,PF07449,PF09673,PF13098,PF13899,PF13905
ath:AT4G14210	PF00070,PF00890,PF01134,PF01262,PF01266,PF01494,PF01593,PF01946,PF03486,PF03721,PF03949,PF05834,PF07992,PF12831,PF13450,PF13738
ath:AT2G36420	PF14309
ath:AT2G28970	PF00069,PF00560,PF07714,PF12191,PF12799,PF12819,PF13516,PF13855,PF14531
ath:AT3G16270	PF00790,PF01417
ath:AT3G04903	PF00304,PF07333
ath:AT5G17400	PF00153
ath:AT4G28450	PF00400,PF04158,PF08662
ath:AT3G30725	PF03896,PF04156
ath:AT2G44195	PF10197,PF12542
ath:AT5G53500	PF00400,PF13825
ath:AT2G32785	PF05498
ath:AT2G46700	PF00036,PF00069,PF01633,PF01636,PF06293,PF07714,PF10707,PF14266,PF14531
ath:AT2G35090	PF01616,PF04513,PF05478,PF07798,PF07889,PF15294
ath:AT5G16070	PF00118
ath:AT3G60140	PF00150,PF00232,PF07240
ath:AT1G11545	PF00722,PF06955
ath:AT3G12630	PF01363,PF01428,PF01754
ath:AT5G12110	PF00043,PF00736,PF13410,PF14497
ath:AT4G24810	PF00069,PF01163,PF01636,PF03109
ath:AT4G10895	PF05938
ath:AT3G61680	PF00975,PF01764
ath:AT3G52690	PF07723,PF08387
ath:AT2G23680	PF05562
ath:AT1G65520	PF00378
ath:AT5G52170	PF00046,PF01852,PF05920
ath:AT5G04660	PF00067
ath:AT3G48560	PF00205,PF02775,PF02776,PF04971
ath:AT3G26870	PF05938
ath:AT1G15140	PF00175,PF00970
ath:AT3G08500	PF00249,PF13921
ath:AT1G78220	PF00244
ath:AT2G31450	PF00633,PF00730,PF10576,PF14520,PF14716
ath:AT4G01790	PF01248,PF08228,PF10087,PF15608
ath:AT1G79760	PF14226
ath:AT2G27320	PF03080,PF14365
ath:AT1G07690	PF00001,PF00517,PF00974,PF01034,PF02009,PF02439,PF02480,PF04156,PF04610,PF04906,PF06011,PF06053,PF06143,PF06305,PF06365,PF06697,PF07204,PF07466,PF08374,PF09716,PF10577,PF11145,PF11359,PF11669,PF11980,PF12259,PF12822,PF13908,PF13965,PF14575,PF14610,PF14914,PF15069,PF15102,PF15176
ath:AT2G05630	PF02991,PF04110
ath:AT2G45690	PF00064,PF08610
ath:AT4G36180	PF00069,PF00560,PF01636,PF05434,PF06293,PF06365,PF07714,PF08263,PF12799,PF13516,PF13855,PF14531
ath:AT4G05110	PF01733,PF07817
ath:AT1G29380	PF07983
ath:AT3G17609	PF00170,PF01166,PF01496,PF03131,PF03528,PF04156,PF04197,PF04977,PF05107,PF05300,PF05478,PF06156,PF07246,PF07716,PF09726,PF10473,PF11690,PF14197
ath:AT2G19870	PF00588,PF08032
ath:AT2G41730	PF12446,PF15323
ath:AT3G07170	PF00536,PF07647,PF09405
ath:AT5G48360	PF02181
ath:AT5G08300	PF00549,PF02629,PF13607
ath:AT4G19350	PF03713,PF03980,PF04977,PF07083,PF11508,PF11794,PF13328
ath:AT3G53910	PF02866,PF03109,PF04711
ath:AT2G15910	PF05207
ath:AT5G62770	PF07816
ath:AT5G44400	PF01565,PF08031
ath:AT2G37600	PF01158
ath:AT1G60550	PF00378,PF01039,PF01343,PF01972
ath:AT5G36950	PF00089,PF00595,PF13180,PF13365
ath:AT3G51040	PF05608,PF05903
ath:AT3G29180	PF07059
ath:AT3G08505	PF00097,PF00642,PF05883,PF12678,PF13639,PF13920,PF13923,PF14634
ath:AT1G10170	PF01422
ath:AT3G03530	PF04185
ath:AT5G58640	PF10262
ath:AT3G43590	PF00098,PF13696,PF13917,PF14392
ath:AT3G25220	PF00254
ath:AT1G08910	PF00272,PF02891,PF11789
ath:AT1G69120	PF00319,PF01486,PF02601,PF07195,PF07952,PF11922,PF12128,PF14362
ath:AT2G05635	PF06733
ath:AT1G74790	PF07995
ath:AT3G17770	PF02733,PF02734
ath:AT5G43070	PF02697,PF13943
ath:AT4G37400	PF00067
ath:AT4G00140	PF00036,PF13202,PF13499,PF13833
ath:AT1G06040	PF00643,PF10080,PF13920,PF14471
ath:AT2G44040	PF01113,PF02579,PF05173,PF13380
ath:AT1G48970	PF01008
ath:AT2G45695	PF02597,PF09138
ath:AT5G08305	PF01535,PF12854,PF13041,PF13812
ath:AT5G03330	PF02338
ath:AT4G29950	PF00566
ath:AT4G14380	PF05553,PF09903,PF14357,PF15575
ath:AT2G10940	PF00234,PF14547
ath:AT2G18220	PF03715
ath:AT2G36590	PF01490
ath:AT5G65080	PF00319,PF01486
ath:AT5G25020	PF07059,PF11925
ath:AT5G17570	PF01026,PF04909
ath:AT4G27080	PF00085,PF03233,PF07970,PF13098,PF13850,PF13899,PF13905
ath:AT1G56423	PF05298
ath:AT2G32630	PF00637,PF01323,PF01535,PF12854,PF13041,PF13374,PF13424,PF13812,PF14559
ath:AT5G40970	PF11820
ath:AT5G39260	PF01357,PF03330
ath:AT5G13610	PF02582,PF14117
ath:AT3G44810	PF00646,PF07723,PF12937
ath:AT3G29185	PF12204
ath:AT1G02400	PF03171,PF13049,PF14226
ath:AT5G53670	PF14223,PF14227,PF14244
ath:AT4G10740	PF00646,PF07734,PF12937
ath:AT3G57510	PF00295,PF12218,PF12708
ath:AT1G16640	PF02362,PF03205,PF04939,PF09460
ath:AT1G51450	PF00622
ath:AT1G03940	PF02458,PF07077,PF15339
ath:AT2G46870	PF02362
ath:AT3G20250	PF00806,PF04286
ath:AT5G27850	PF00828
ath:AT5G12280	PF01805
ath:AT4G32430	PF01535,PF12854,PF13041,PF13812
ath:AT1G73140	PF13289,PF13839,PF14416
ath:AT3G16120	PF01221
ath:AT1G01070	PF00892
ath:AT1G64150	PF01169
ath:AT5G49540	PF03899,PF07019
ath:AT4G24980	PF00892
ath:AT3G56180	PF04525,PF14877
ath:AT1G65690	PF03168,PF12751
ath:AT1G78390	PF03055
ath:AT5G20050	PF00069,PF01636,PF05313,PF05445,PF07714,PF10140,PF12260,PF14531
ath:AT4G28300	PF00494,PF04003,PF07223,PF09288,PF14276
ath:AT4G14385	PF09340,PF11285,PF14056
ath:AT5G45900	PF00899,PF01488,PF06962
ath:AT2G27490	PF01121,PF12959,PF13189,PF13207,PF13238,PF13521,PF13671,PF14067
ath:AT5G08470	PF00004,PF00158,PF00308,PF00437,PF00493,PF00910,PF00931,PF01078,PF01580,PF01637,PF01695,PF02562,PF05496,PF05673,PF05729,PF06414,PF06745,PF07724,PF07728,PF08433,PF09262,PF09848,PF12846,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13476,PF13479,PF13481,PF13604,PF13671
ath:AT3G61530	PF02548,PF13714
ath:AT3G52540	PF04844,PF15471
ath:AT2G23530	PF10497
ath:AT5G52020	PF00847
ath:AT5G22880	PF00125,PF00808,PF03428,PF03847
ath:AT5G04510	PF00069,PF01636,PF07714,PF14531,PF14593
ath:AT3G26720	PF01074,PF07748,PF09261
ath:AT1G33360	PF00004,PF00005,PF00158,PF00270,PF00437,PF00493,PF00910,PF01078,PF01695,PF02562,PF04851,PF05496,PF05729,PF07509,PF07724,PF07726,PF07728,PF10431,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13479,PF13521,PF13555,PF13671,PF14532
ath:AT2G31300	PF00400,PF04053,PF08662,PF11768,PF13859
ath:AT2G37770	PF00248
ath:AT5G26200	PF00153
ath:AT4G38900	PF00170,PF03131,PF07716
ath:AT4G01640	PF07734,PF08268
ath:AT3G48410	PF00561,PF12695,PF12697
ath:AT1G07540	PF00249
ath:AT1G79610	PF00999
ath:AT1G55050	PF01448
ath:AT3G11150	PF03171
ath:AT5G66260	PF02519
ath:AT5G18750	PF00226,PF01160,PF11926
ath:AT4G36030	PF00514,PF05659,PF13646
ath:AT4G23330	PF10157
ath:AT2G45540	PF00400,PF02138,PF06469,PF13385,PF14844
ath:AT3G07020	PF00201,PF03033
ath:AT1G56590	PF00928,PF01217
ath:AT1G29230	PF00069,PF01636,PF03822,PF06293,PF07714,PF14531
ath:AT4G15880	PF02902
ath:AT4G11920	PF00400,PF08662,PF12657
ath:AT3G47080	PF00515,PF13181,PF13414,PF13424,PF13431,PF13432
ath:AT2G19720	PF00410
ath:AT1G69290	PF01535,PF12854,PF13041,PF13812
ath:AT5G62620	PF00337,PF01762,PF02434
ath:AT5G48210	PF05617
ath:AT1G60400	PF00646,PF07723,PF12937
ath:AT5G44574	PF04569
ath:AT5G25190	PF00847
ath:AT3G29030	PF01357,PF03330
ath:AT2G31305	PF02724,PF07491
ath:AT1G52950	PF02721,PF08646
ath:AT2G18390	PF00009,PF00025,PF00071,PF00503,PF01591,PF01926,PF02421,PF04670,PF08477,PF09439
ath:AT3G21750	PF00201,PF04101,PF13528
ath:AT5G44575	PF08135
ath:AT4G33930	PF02298
ath:AT3G43440	PF01983,PF06200,PF09425
ath:AT3G04920	PF01282,PF11126
ath:AT1G10020	PF06219
ath:AT1G74640	PF01998,PF12697
ath:AT5G62623	PF07127
ath:AT5G61290	PF00070,PF00289,PF00743,PF00890,PF01134,PF01262,PF01266,PF01494,PF01593,PF01946,PF02254,PF03486,PF03721,PF04016,PF05834,PF07991,PF07992,PF12831,PF13241,PF13434,PF13450,PF13454,PF13738
ath:AT5G13780	PF00583,PF08445,PF10965,PF12568,PF13302,PF13420,PF13508,PF13523,PF13527,PF13673
ath:AT1G48820	PF01397,PF03936,PF12387,PF14488
ath:AT1G24260	PF00319,PF01486,PF06698
ath:AT2G22200	PF00847
ath:AT3G17620	PF00646,PF07734,PF12937
ath:AT1G11560	PF04756
ath:AT3G02050	PF02705
ath:AT5G57160	PF00533,PF01068,PF01331,PF04675,PF04679,PF12738
ath:AT5G09650	PF00719
ath:AT4G40050	PF12070
ath:AT4G29800	PF01734
ath:AT4G15885	PF05565,PF05791
ath:AT3G57680	PF00595,PF03572,PF13180,PF14684,PF14685
ath:AT2G14750	PF00005,PF00437,PF00448,PF00485,PF00910,PF01583,PF01656,PF01695,PF03029,PF03205,PF03308,PF05729,PF06414,PF08433,PF12846,PF13191,PF13207,PF13238,PF13245,PF13401,PF13476,PF13481,PF13555,PF13604,PF13671
ath:AT1G69295	PF07983,PF15284
ath:AT4G14230	PF00571,PF01595,PF14143
ath:AT3G29034	PF03647,PF09813,PF13038
ath:AT2G36440	PF04019
ath:AT2G28990	PF00069,PF00560,PF07714,PF12191,PF12799,PF12819,PF13504,PF13516,PF13855
ath:AT3G16290	PF00004,PF01078,PF01434,PF01695,PF05496,PF06068,PF06963,PF07724,PF07728,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13671
ath:AT5G40820	PF00454,PF02259,PF02260,PF08064
ath:AT5G36805	PF02953
ath:AT5G17420	PF02318,PF03552,PF05290,PF13632,PF13641,PF14446,PF14569,PF14570
ath:AT4G28470	PF01851,PF08625,PF13646
ath:AT3G29035	PF02365
ath:AT2G06983	PF06876
ath:AT5G62627	PF07127
ath:AT5G53520	PF03169
ath:AT5G39110	PF00190,PF02311,PF07883,PF12973,PF13464
ath:AT1G51300	PF02230,PF12697
ath:AT2G46720	PF00195,PF02797,PF08392,PF08541,PF08545
ath:AT3G20100	PF00067
ath:AT5G27700	PF01249
ath:AT5G16090	PF00240,PF00627,PF05796,PF09280,PF09288,PF11186,PF11976,PF14560
ath:AT3G60160	PF00005,PF00350,PF00437,PF00664,PF01144,PF01580,PF01926,PF01935,PF02463,PF03029,PF03193,PF03205,PF03308,PF08477,PF10412,PF13191,PF13207,PF13238,PF13304,PF13476,PF13555
ath:AT3G58900	PF00646,PF07723,PF09372,PF12937
ath:AT3G49910	PF00467,PF04379
ath:AT1G43850	PF01803
ath:AT1G64000	PF03106
ath:AT5G35475	PF14291
ath:AT5G12130	PF03741
ath:AT4G24830	PF00733,PF00764,PF06508
ath:AT3G26890	PF12820,PF13889,PF13915
ath:AT1G65540	PF00036,PF07766,PF13499
ath:AT1G24265	PF06685,PF07889
ath:AT3G08520	PF05162
ath:AT3G17626	PF00861
ath:AT1G78240	PF03141,PF05175,PF07021,PF08241,PF12847,PF13489,PF13847
ath:AT5G52190	PF01380
ath:AT5G04680	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT3G56030	PF01535,PF12854,PF13041,PF13812
ath:AT3G48580	PF00722,PF06955
ath:AT1G15160	PF01554
ath:AT1G79780	PF04535
ath:AT2G13100	PF05814,PF07690
ath:AT2G31470	PF00646,PF07734,PF08268,PF12937
ath:AT4G05130	PF01733
ath:AT1G24267	PF07889
ath:AT2G27340	PF02585
ath:AT5G08320	PF01485,PF03226,PF10238
ath:AT2G19890	PF01936,PF10278
ath:AT2G41750	PF03942
ath:AT3G07190	PF01252,PF01496,PF02183,PF02403,PF03528,PF03961,PF03962,PF04111,PF04156,PF04582,PF04859,PF05266,PF05529,PF05701,PF05791,PF06009,PF06156,PF06216,PF07200,PF07756,PF07888,PF08317,PF08614,PF09403,PF09744,PF10186,PF10234,PF10359,PF10393,PF10454,PF11559,PF12725,PF12958,PF13654,PF13851,PF13863,PF13870,PF13874
ath:AT5G48380	PF00069,PF07714,PF08263,PF12799,PF13855
ath:AT5G22730	PF00646,PF07723,PF08387,PF12937
ath:AT4G19370	PF06341,PF06749,PF10361,PF11169
ath:AT3G53930	PF00069,PF01636,PF05445,PF06293,PF07714,PF10707,PF14531
ath:AT1G20510	PF00501,PF13193
ath:AT5G62790	PF01118,PF02670,PF03447,PF08436,PF13288
ath:AT5G44420	PF00304,PF07333
ath:AT2G37620	PF00022,PF01663,PF10183
ath:AT3G11000	PF10539
ath:AT1G60570	PF00646,PF01344,PF06760,PF07250,PF07646,PF12937,PF13415,PF13418,PF13964
ath:AT5G66110	PF00403
ath:AT5G36970	PF03168,PF12751
ath:AT5G18600	PF00462
ath:AT3G51060	PF05142
ath:AT3G25240	PF04720
ath:AT1G15165	PF04564
ath:AT1G34750	PF00481,PF07228,PF13672
